VARIABLES="Frequency (rad/s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Excitation force - beta =   0.000 deg",I=   120,F=POINT
29.9664  0.160013E+02  0.385528E-04  0.193615E+01  0.436333E-05  0.648311E+00  0.100635E-04 -175.70  127.06   36.01 -169.43  -86.91  -17.34
30.3008  0.175970E+02  0.210421E-04  0.469786E+01  0.130310E-05  0.138701E+01  0.461341E-05  141.72  -40.92   22.98  -58.73 -113.10 -170.08
30.6353  0.171786E+02  0.270692E-04  0.648262E+01  0.789163E-06  0.811256E+00  0.974907E-05  102.97  157.42  106.29  129.96 -121.75 -179.98
30.9697  0.152167E+02  0.106155E-04  0.487464E+01  0.196122E-05  0.510293E+00  0.124861E-04   57.90   93.03  131.19  177.64   82.29   88.25
31.3042  0.153365E+02  0.431584E-04  0.324248E+01  0.128298E-05  0.268545E+01  0.998018E-05    5.65 -139.06  129.64    5.05   64.29    9.53
31.6387  0.169858E+02  0.512257E-04  0.765469E+01  0.631593E-05  0.696335E+01  0.941407E-05  -36.95  170.18 -159.64 -173.64   75.68   72.13
31.9731  0.163754E+02  0.650481E-04  0.249003E+02  0.304075E-05  0.382172E+01  0.992208E-05  -83.47  -84.38 -148.74  -67.58  -61.01  175.09
32.3076  0.151352E+02  0.682274E-04  0.882544E+01  0.115012E-05  0.183052E+01  0.100918E-04 -125.17   -2.02 -123.19  -28.61   33.92  -74.22
32.6420  0.137272E+02  0.470053E-04  0.247356E+01  0.266292E-05  0.142901E+01  0.902435E-05 -176.78 -162.83  -81.19  -40.04   95.09   -1.05
32.9765  0.153959E+02  0.143063E-03  0.264559E+01  0.466582E-05  0.116740E+01  0.142417E-04  132.88    0.15   14.42  -23.42 -168.78   -1.99
33.3109  0.148822E+02  0.324212E-04  0.553377E+01  0.775301E-06  0.575048E+00  0.118903E-04   90.67   61.22   60.14  -54.95 -110.47 -122.78
33.6454  0.132360E+02  0.444253E-04  0.568415E+01  0.236458E-05  0.663077E+00  0.105759E-04   42.17  104.14  112.07   94.33  -30.70   91.50
33.9798  0.128085E+02  0.116461E-03  0.833393E+00  0.812111E-05  0.149385E+01  0.856874E-05  -13.76  117.48  -81.24  121.05   12.15 -123.08
34.3143  0.140974E+02  0.931366E-04  0.526136E+01  0.375539E-05  0.947050E+00  0.307777E-04  -62.66 -171.46  -21.72  -99.91   59.18   35.86
34.6487  0.134434E+02  0.328138E-04  0.557887E+01  0.486470E-06  0.353721E+00  0.383787E-05 -107.73  -69.15    5.50  149.13 -109.98  -72.40
34.9832  0.118091E+02  0.160433E-04  0.111536E+01  0.177060E-05  0.121701E+01  0.171035E-05 -161.18  151.73   21.20   74.93  -99.12 -126.04
35.3176  0.126735E+02  0.411404E-04  0.135035E+01  0.149448E-05  0.890122E+00  0.472196E-05  142.34   60.12 -173.76   67.38  -86.22   94.75
35.6521  0.132125E+02  0.108885E-03  0.207956E+01  0.270067E-05  0.307473E-01  0.255883E-04   95.42  -33.97  176.77  168.53  -35.59  -53.26
35.9866  0.117583E+02  0.435730E-04  0.129679E+01  0.443731E-05  0.114699E+01  0.320162E-04   46.24   60.35  160.15 -136.03   87.48  -92.29
36.3210  0.111034E+02  0.715201E-04  0.302390E+01  0.583921E-05  0.236587E+01  0.383824E-04  -12.94   70.65  -48.91  -17.39   67.86  122.34
36.6555  0.123633E+02  0.590345E-04  0.398274E+01  0.140105E-05  0.607626E+00  0.312949E-04  -66.44   61.73   41.24  -35.72   79.35   41.41
36.9899  0.117542E+02  0.678681E-04  0.300554E+01  0.504642E-05  0.117294E+00  0.460194E-05 -112.64  148.05   20.36   22.66  -63.60  -23.43
37.3244  0.101248E+02  0.302507E-04  0.119822E+01  0.275171E-05  0.807584E+00  0.217937E-04 -172.42   23.01  108.84 -157.88  -60.99   -7.69
37.6588  0.112600E+02  0.258638E-04  0.263224E+01  0.214716E-06  0.367522E+00  0.367371E-05  128.11   84.75  171.14   85.77  -26.55  113.30
37.9933  0.114087E+02  0.149967E-04  0.269500E+01  0.489029E-05  0.663704E+00  0.757283E-05   81.07   12.36  175.55   -0.25   81.12 -118.88
38.3277  0.944241E+01  0.987040E-04  0.118452E+00  0.655832E-05  0.136311E+01  0.385486E-04   25.04  -90.62  109.53  -60.41   90.57  -80.56
38.6622  0.100465E+02  0.233558E-03  0.392888E+01  0.112804E-04  0.115777E+01  0.254050E-04  -40.53 -104.89   -0.35 -100.54   93.91 -174.02
38.9966  0.108991E+02  0.549278E-04  0.575091E+01  0.711800E-05  0.198844E+00  0.219421E-04  -90.07  125.18   -2.82  139.49 -117.28  -62.55
39.3311  0.902827E+01  0.532364E-04  0.275938E+01  0.391522E-05  0.234459E+01  0.204471E-04 -142.41   10.83   -3.12    8.93  -92.81  110.25
39.6655  0.855617E+01  0.614240E-04  0.685113E+01  0.458906E-05  0.441401E+01  0.111020E-04  147.95 -161.27  175.38 -145.37  -90.92  -27.94
40.0000  0.102753E+02  0.420229E-04  0.219214E+02  0.171180E-05  0.538546E+01  0.401864E-05   94.37   53.64  173.28 -179.66  -85.88 -151.98
