
   4.90459204E-02  -1.57077301       8.71321770E-09  0.182721570      0.292629689      -2.94186878       6.09653528E-09  0.172957644       2.14107912E-02  -1.57067490       2.21263052E-09  -1.82406962    
   7.83580691E-02   3.67433216E-07  -3.95812094E-09  -8.86188900E-11  -6.55272743E-08  -3.94021660E-09   2.98314262E-09  -1.98865820E-11   3.46979089E-02   8.37040545E-07  -3.78349796E-09  -1.89413814E-11
   1.68365659E-08   2.85227848E-11   1.47036457       9.43220982E-07  -3.05974390E-06  -1.29021046E-07  -2.59078387E-02  -3.94266181E-07   4.73154387E-08   7.96982619E-11  -3.69254849E-09  -8.19298657E-11
  -1.09430403E-08  -4.65661294E-11  -4.58210707E-07   1.49942938E-08   7.16629887      0.287426144       3.96685209E-08  -5.92408478E-09   6.70825102E-08  -4.82946261E-09  -4.94765118E-10   4.51109393E-11
   8.11269274E-10  -2.27553983E-11  -2.48063821E-02  -3.69891211E-07  -9.08330549E-08  -3.55132035E-09   4.22953069E-02   1.51964429E-07   2.89720958E-09   5.76786223E-11  -3.30146577E-10   3.92969095E-11
   2.19730437E-02   5.49006359E-07   1.37370080E-08   1.28906663E-10   8.78062565E-08   4.47293402E-09  -7.39964889E-09   4.91507286E-11  0.132402226       1.24909525E-06   9.40417522E-10  -7.07101946E-11
   1.56423994E-08   8.28047429E-13  -5.12227416E-09  -1.14716493E-10  -1.17142918E-07  -5.13863929E-09   5.49334800E-09   9.18206743E-12   6.60034232E-08   7.63982280E-12   6.46454915E-02  -6.76261880E-10
  0.130574226      -1.57063103       3.77039093E-08  0.140730202       1.86680353      -2.91543317       1.44383527E-08  0.569961965       5.21268807E-02  -1.56985605       4.06098533E-09 -0.704056323    
   7.84538761E-02   7.18095680E-06   5.82076609E-09  -5.51704030E-11   1.97906047E-08   3.67120911E-09   1.61708158E-09  -2.69719013E-12   3.48634087E-02   1.63231271E-05  -3.54339136E-09   3.98113244E-11
   2.44763214E-08   2.37572999E-11   1.47291017       1.87810965E-05  -2.96597136E-06  -3.84604846E-07  -2.60367226E-02  -7.69574126E-06   8.23358164E-08  -5.06747977E-10  -6.42103259E-08   2.44192083E-10
  -2.32830644E-09  -4.66639527E-09   4.09781933E-07  -3.11093018E-08   6.37646627      0.775893927       1.07684173E-09   1.14948877E-08   7.72047315E-08  -1.37432030E-08  -3.90282366E-08   2.13876458E-10
   3.27418093E-11   3.22798906E-11  -2.49484722E-02  -7.22311188E-06   1.48611434E-07   9.51434753E-09   4.23607714E-02   2.96180474E-06   1.84263627E-09   1.57193217E-10  -2.58114596E-09  -3.08984088E-10
   2.20977720E-02   1.07022224E-05  -1.39698386E-09   2.21532265E-10   8.44302122E-08   1.26665372E-08   6.95581548E-09  -4.23423727E-11  0.132717267       2.43304094E-05   5.06406650E-09  -1.40530157E-10
   1.46374077E-08   2.98320223E-12  -7.61356205E-08   1.44283006E-11  -2.21945811E-07  -3.07059516E-08   4.25279723E-09  -3.58664452E-11   5.66898777E-08  -7.19702076E-11   6.47316650E-02   6.36814157E-10
  0.210456297      -1.57036817       1.60528316E-07  -6.11609966E-02   4.64252853      -2.89576197       7.47049143E-08 -0.636290729       6.87246472E-02  -1.56781948       2.53716621E-08   2.56851840    
   7.85547718E-02   3.22397282E-05  -9.89530236E-09  -2.00925332E-10   1.70985004E-08   3.64416697E-09   1.32058631E-09   1.40457567E-12   3.52166779E-02   7.32101907E-05  -8.00355338E-10   4.25694506E-12
   2.40106601E-08   8.47437606E-11   1.47230911       8.43917442E-05  -2.36666529E-06  -5.66505832E-07  -2.62917150E-02  -3.45857261E-05   6.19984917E-08   3.57169766E-10  -2.46473064E-08   2.93446739E-10
   1.75787136E-08  -2.27596830E-09  -1.32247806E-07   4.85539893E-08   5.98206520       1.28933489       1.10914698E-07  -1.08740705E-09  -1.36014933E-08  -7.44589368E-09  -1.92085281E-08  -1.11206342E-08
  -1.49157131E-10   7.75449236E-12  -2.51535755E-02  -3.24515968E-05   1.73597073E-07   2.70848375E-08   4.24961820E-02   1.32949626E-05   5.37440314E-10  -2.86734497E-10   1.16415322E-09   1.80555126E-10
   2.23570317E-02   4.80526251E-05   1.95577741E-08  -1.50150690E-11   1.05792424E-07   2.74006737E-08   2.81943358E-09  -5.30528330E-11  0.133398771       1.09112138E-04  -1.08957465E-08   2.30547983E-10
   2.13576641E-08   3.29109899E-11  -4.84287739E-08   2.00395964E-10  -1.64174708E-07  -4.03274889E-08   7.63975549E-10  -6.88726853E-12   7.54317853E-08   5.66329015E-12   6.46768883E-02   1.08081000E-09
  0.287972152      -1.57000983       4.74217217E-07   7.33280033E-02   8.56581402      -2.87795186       3.10668753E-07  0.129752368       6.13312423E-02  -1.56242132       2.25608936E-08   2.41385460    
   7.88364634E-02   9.13829281E-05  -1.28056854E-09  -8.14818601E-10   6.24713721E-08   2.83873867E-08  -4.29281499E-10  -3.98619505E-11   3.57125588E-02   2.07139281E-04   3.76167009E-09  -7.35932634E-11
   2.15077307E-08   6.07078207E-11   1.47456598       2.40113150E-04  -2.71253521E-06  -9.58716100E-07  -2.66475044E-02  -9.81275589E-05   7.95930077E-08   8.01650482E-11  -5.18557499E-08  -4.28246633E-10
   2.40979716E-08   7.49479945E-09  -1.08033419E-07   5.04322939E-09   5.74062824       1.84209371       3.69327608E-08   2.13286580E-08   4.78280526E-08  -9.60708935E-09   8.23638402E-09  -1.34486111E-08
   1.56433089E-10  -1.11958900E-10  -2.54866015E-02  -9.20309831E-05   5.41112968E-08   1.57763722E-08   4.26529385E-02   3.76103162E-05  -1.16916965E-09   9.34933131E-10   4.37466952E-10  -3.12303239E-11
   2.26793177E-02   1.35984519E-04   4.19095159E-09   2.33993580E-09   1.33470166E-07   4.34251390E-08   4.84942575E-09  -1.13378265E-11  0.134242892       3.08237446E-04   1.27693056E-09   1.30838174E-10
   2.20288712E-08   1.15464263E-10  -3.72529030E-08   7.31654806E-11  -1.68089173E-07  -6.29311145E-08  -3.63797881E-10  -1.43290122E-12   7.20796578E-08   2.11891810E-10   6.47464767E-02   1.10651381E-08
  0.361509919      -1.56961656       2.07999904E-07  0.395850420       13.6360121      -2.85968685       2.70112963E-07   2.79096723       1.87989064E-02  -1.51949406       2.59910884E-08   2.28185058    
   7.92200267E-02   2.07957390E-04  -6.75208867E-09  -7.55262727E-11   3.17231752E-08   3.29812053E-08   3.40151018E-10  -1.09049800E-11   3.63850705E-02   4.70291212E-04  -5.45696821E-09   2.06320475E-10
   3.53320502E-08   6.92236768E-10   1.47822213       5.49246266E-04  -2.07504490E-06  -9.98969881E-07  -2.71414164E-02  -2.23637122E-04   1.06318453E-07   2.30184843E-10  -7.81583367E-08   4.36854788E-11
  -1.28056854E-08   9.66736291E-09  -1.11758709E-08   7.73389033E-08   5.58264971       2.45461845      -2.84053385E-08   2.53768278E-08  -2.79751475E-08  -1.41807570E-08  -8.26548785E-09   2.62943312E-09
  -3.27418093E-10  -8.61034508E-12  -2.59471945E-02  -2.09735314E-04   1.01957994E-07   5.58370807E-08   4.28696238E-02   8.53919992E-05   1.12801501E-09   3.96640554E-10   1.33240974E-09  -6.51228349E-10
   2.31188647E-02   3.08810471E-04  -5.58793545E-09  -1.36506739E-09  -7.85803422E-10   5.23281685E-09   1.53195288E-08   7.12211012E-10  0.135394484       6.98368996E-04   4.95128916E-09   8.11645195E-10
   2.30720616E-08   1.80462881E-10  -3.98140401E-08   5.90189009E-10  -2.00830982E-07  -1.07096767E-07   4.44924808E-09   6.11948964E-11   7.68301618E-08   8.01555697E-11   6.48575276E-02   4.12646060E-08
  0.429022253      -1.56933105       1.12793191E-06  0.145832315       19.8636589      -2.83948398       1.74325677E-07  0.214346215       7.22886547E-02   1.55119395       5.39187752E-08  0.276234746    
   7.97142759E-02   4.18382406E-04  -2.32830644E-10  -1.51210300E-09   5.96774044E-08   4.02927327E-08  -1.18234311E-09  -1.08235414E-10   3.72518264E-02   9.43472027E-04  -2.45927367E-09  -1.43302828E-10
   2.20898073E-08   7.41577522E-10   1.48309159       1.11275329E-03  -1.64390076E-06  -1.14898012E-06  -2.77837329E-02  -4.50934371E-04   1.23175255E-07   1.43904888E-09   1.99361239E-09   2.43795734E-10
   2.79396772E-09  -2.61552957E-09   2.36555934E-07   1.70881265E-07   5.47220659       3.14988041       9.34232958E-08  -4.38646097E-09   3.12666089E-08  -1.74198345E-08   1.09139364E-08  -6.79765222E-09
  -9.60426405E-10  -3.53494511E-10  -2.65501011E-02  -4.22819663E-04   2.50438461E-08   4.47526283E-08   4.31449823E-02   1.71352338E-04  -1.53579549E-09  -2.81631496E-10   1.77442416E-09  -7.02080130E-11
   2.36831140E-02   6.19677128E-04   2.32830644E-10   5.04034314E-10   6.38829079E-08   3.80384151E-08   2.91765900E-09  -1.68898326E-10  0.136869878       1.39740191E-03   6.58110366E-09  -1.24518618E-10
   1.69156920E-08   2.08895026E-10  -2.72411853E-08  -5.29870925E-10  -2.08892743E-07  -1.29169734E-07   1.25510269E-09   7.88066001E-11   4.89495733E-08   5.46040102E-10   6.50057495E-02   1.39188501E-07
  0.487446338      -1.56948161       8.76380341E-07  0.295050651       27.2847157      -2.81644201       1.73288029E-07  -2.77822399      0.228318721       1.56448674       1.62604152E-07  -2.84059858    
   8.03217888E-02   7.81025097E-04   6.98491931E-10  -2.12340878E-09   5.73636498E-08   7.04829191E-08   4.80213203E-10  -2.44478021E-10   3.83437313E-02   1.75540906E-03  -5.35510480E-09   6.58547730E-11
   1.21799530E-08   5.59702840E-10   1.48906505       2.09534052E-03  -1.68092083E-06  -1.56598742E-06  -2.85979714E-02  -8.44480703E-04   8.05835043E-08   1.82306004E-09  -5.42386260E-08  -1.55335733E-09
  -1.31549314E-08  -5.90861582E-09  -1.30385160E-08  -9.04275126E-08   5.39439011       3.95571828       1.16415322E-09  -1.81111925E-08  -1.13905116E-08   3.71641704E-08   1.45519152E-10   1.17208954E-08
   1.67347025E-10  -7.23524463E-10  -2.73142904E-02  -7.91733211E-04   1.33397407E-07   1.13656561E-07   4.34928089E-02   3.19080398E-04  -5.56568125E-10  -1.01216635E-09   1.12231646E-09   3.28176292E-10
   2.43976079E-02   1.15341577E-03  -8.61473382E-09   5.11384268E-09  -1.32189598E-07  -1.01252283E-07   5.51153789E-09  -8.89603946E-10  0.138730779       2.59240088E-03   1.50503183E-08   7.02450945E-11
   2.21898517E-08   7.49233786E-10  -4.40049917E-08   2.67182231E-11  -1.03522325E-07  -8.43598258E-08  -1.80079951E-09   1.89861904E-10   6.46230731E-08   1.16099508E-09   6.51804507E-02   3.72594684E-07
  0.532648802      -1.57082367       1.19583308E-06   7.13074654E-02   35.9161110      -2.78960776       4.30492520E-07  -2.62736893      0.470182031       1.57086408       1.96017851E-07 -0.170421094    
   8.10884014E-02   1.39065913E-03  -8.14907253E-10  -4.06768841E-10  -1.45519152E-10  -6.40776499E-09   1.16779120E-09   3.71956604E-10   3.96901965E-02   3.11388006E-03   5.31872502E-09   1.69005518E-10
   4.62750904E-09   1.12092546E-09   1.49644399       3.77150602E-03  -1.91724394E-06  -2.11102110E-06  -2.96025556E-02  -1.51010999E-03   1.58854618E-08  -1.42918899E-10  -4.81741154E-08  -3.62047392E-09
  -2.98023224E-08   1.70103327E-08  -4.13507223E-07  -1.44365956E-07   5.33437729       4.90322399       9.85164661E-08  -1.26098341E-08  -2.01980583E-08  -4.51987212E-08   2.95403879E-09  -1.59379425E-08
